40;6
4;4
120;1
24;9
12;9
4;2
48;7
120;1
2;2
120;1
16;8
8;8
4;3
120;1
84;15
42;17
120;1
48;7
120;1
120;1
84;15
120;1
12;2
60;8
48;7
84;15
120;1
22;22
7;2
48;7
11;10
120;1
24;10
84;15
16;8
120;1
120;1
36;11
48;7
49;8
11;9
18;11
9;8
48;7
7;2
30;6
48;7
36;6
120;1
4;4
24;1
120;1
8;7
120;1
60;28
120;1
60;28
120;1
49;8
12;9
16;8
48;7
49;8
12;4
84;15
120;1
6;4
12;4
84;15
49;8
49;8
4;2
120;1
60;8
120;1
36;6
84;15
10;8
5;4
120;1
120;1
84;15
120;1
48;7
34;20
120;1
120;1
16;7
49;8
36;11
12;4
60;8
120;1
6;3
120;1
10;3
12;9
120;1
120;1
120;1
3;2
120;1
26;17
120;1
11;4
27;13
12;2
3;3
5;2
84;15
120;1
48;7
60;28
48;7
120;1
48;7
9;8
120;1
120;1
18;6
6;4
22;22
120;1
48;7
4;3
120;1
6;6
49;8
4;2
49;8
120;1
60;20
48;7
120;1
120;1
84;15
4;3
16;8
120;1
120;1
48;7
84;15
84;15
4;4
27;8
48;7
120;1
12;7
16;8
3;2
60;20
120;1
24;10
120;1
48;7
22;12
60;28
120;1
120;1
25;12
52;20
84;15
120;1
6;6
8;2
84;15
49;8
42;17
120;1
36;12
8;8
34;20
12;9
120;1
120;1
120;1
4;4
32;10
9;5
6;6
84;15
11;10
16;8
36;12
60;8
120;1
120;1
120;1
48;7
9;8
5;2
5;2
13;8
42;17
120;1
8;8
49;8
12;9
120;1
16;7
12;4
120;1
4;4
34;20
120;1
26;17
24;3
23;13
7;3
24;9
24;3
12;7
30;6
48;7
84;15
4;2
60;28
30;8
24;3
48;7
120;1
7;2
10;4
48;7
10;4
24;10
84;15
2;2
28;10
120;1
84;15
18;10
9;5
120;1
120;1
5;3
2;2
8;6
84;15
84;15
120;1
6;6
5;4
120;1
8;6
24;10
13;7
9;7
24;3
8;8
120;1
36;6
2;2
48;7
12;7
120;1
49;8
49;8
12;4
120;1
120;1
30;6
120;1
11;10
12;7
11;9
5;4
120;1
48;7
16;8
24;3
12;7
8;7
12;7
120;1
30;15
6;4
120;1
42;17
19;13
120;1
12;7
4;4
12;9
120;1
6;2
10;6
20;2
54;20
48;7
18;11
7;3
120;1
120;1
19;13
8;5
3;3
60;20
10;4
16;8
120;1
48;7
84;15
48;7
6;2
24;1
16;8
12;7
120;1
49;8
36;6
120;1
48;7
120;1
48;7
6;4
12;8
120;1
8;6
120;1
24;3
60;8
24;10
120;1
60;28
8;5
32;5
48;7
60;28
120;1
8;8
120;1
60;28
49;8
60;8
24;3
60;8
16;8
120;1
120;1
120;1
9;8
48;7
12;9
16;8
24;3
120;1
36;11
34;20
120;1
48;7
4;4
16;8
84;15
3;2
24;10
120;1
120;1
24;9
34;20
26;12
120;1
120;1
120;1
84;15
48;7
60;20
9;5
24;3
120;1
24;9
3;3
120;1
120;1
120;1
120;1
60;8
11;9
16;1
60;8
120;1
120;1
6;4
120;1
49;8
24;9
120;1
3;3
120;1
120;1
120;1
12;9
42;17
60;28
5;5
48;5
18;11
120;1
60;20
8;6
11;10
16;8
19;13
16;1
60;20
10;6
4;3
48;7
3;3
6;6
36;11
48;7
120;1
12;4
120;1
48;7
120;1
84;15
24;3
120;1
66;20
5;4
24;3
120;1
24;10
2;2
120;1
20;7
48;7
12;7
49;8
48;7
3;3
66;20
6;5
12;4
120;1
24;3
120;1
120;1
42;17
120;1
48;7
120;1
120;1
24;10
120;1
120;1
7;3
22;12
20;6
11;4
24;3
12;9
32;5
120;1
120;1
48;7
4;3
120;1
120;1
6;6
49;8
34;20
9;7
24;10
24;3
120;1
84;15
18;8
48;7
120;1
24;9
48;7
18;4
32;5
120;1
120;1
120;1
48;7
5;5
3;2
48;7
36;11
120;1
48;7
120;1
8;8
120;1
76;18
84;15
16;8
120;1
120;1
120;1
84;15
120;1
120;1
5;5
120;1
24;10
30;6
24;9
4;2
120;1
12;7
120;1
120;1
44;20
48;7
6;5
49;8
60;20
60;28
12;9
2;2
120;1
8;2
30;6
3;3
120;1
120;1
60;8
8;7
49;8
16;8
120;1
19;13
12;4
120;1
11;10
42;17
3;3
30;10
120;1
60;28
24;10
120;1
120;1
48;7
48;7
48;7
19;13
24;10
36;6
120;1
16;8
120;1
36;7
84;15
84;15
24;10
12;4
8;8
16;8
3;2
120;1
54;20
18;11
42;17
24;10
18;11
84;15
120;1
9;6
36;11
84;15
24;10
24;9
52;20
24;10
48;7
24;9
49;8
120;1
49;8
120;1
20;13
49;8
84;15
12;4
120;1
120;1
3;3
12;7
84;15
16;8
19;13
24;9
12;9
120;1
6;4
48;7
16;1
24;9
120;1
84;15
120;1
120;1
120;1
84;15
18;11
120;1
60;20
9;8
84;15
120;1
2;2
